index,CSC,PSC1,PSC2
A1,27.329874741906263,10.446748275858148,14.494261166284085
A2,21.60616308788255,4.144639994907465,17.635094692342673
A3,19.32513975898086,10.580739349766603,24.467121535060187
A4,21.606163087882557,19.835739538521963,32.75689272453952
A5,27.329874741906263,29.354583871084582,41.64274869739805
B1,21.60616308788255,11.064196706451943,4.842205048347126
B2,13.664937370953126,5.519052446507769,11.15167735283263
B3,9.662569879490427,11.19079730884338,20.297866370266444
B4,13.664937370953131,20.16775798793709,29.77209035222045
B5,21.606163087882557,29.579950869879013,39.33804598665819
C1,19.32513975898086,17.9563042225022,4.851886855244811
C2,9.662569879490427,15.181315900780529,11.15588472993241
C3,7.585564049646459e-15,18.034587796221032,20.30017821377567
C4,9.662569879490432,24.632313631325598,29.773666557322713
C5,19.325139758980864,32.786977689876274,39.33923891452773
D1,21.606163087882557,26.630279518906864,14.503971033273194
D2,13.664937370953131,24.84381770991229,17.64307608625745
D3,9.662569879490437,26.683127307414036,24.472874886064833
D4,13.664937370953137,31.519736686020213,32.7611903010951
D5,21.60616308788256,38.23256245611199,41.64612932857295
E1,27.329874741906266,35.814036724882634,24.164437894642404
E2,21.60616308788256,34.50635764144751,26.169314412408124
E3,19.32513975898087,35.85335022253564,31.184555283328713
E4,21.606163087882564,39.584937034586524,38.03748773216456
E5,27.329874741906266,45.113216148226854,45.91247075776064
CSC,0.0,18.034587796221025,20.300178213775666
PSC1,18.034587796221025,0.0,14.374426311209316
PSC2,20.300178213775666,14.374426311209316,0.0
