index,CSC,PSC1,PSC2
A1,20.362096734330407,6.072874373626061,33.80332053241926
A2,16.097650904290134,4.219249776962255,30.734375643733138
A3,14.398176680021482,10.118205377313965,29.1580685104016
A4,16.097650904290138,17.047223741394713,29.316169909437477
A5,20.362096734330407,24.134857372178427,31.182309454485544
B1,16.097650904290134,6.127015474182013,27.871731690035926
B2,10.181048367165198,4.2968109271199895,24.057655633788844
B3,7.199088340010739,10.15079285181837,22.00822363665793
B4,10.181048367165204,17.06658585517892,22.217262804920026
B5,16.097650904290138,24.1485373436657,24.627329763885772
C1,14.398176680021482,11.910272034611333,22.686033625113613
C2,7.199088340010739,11.08047135554245,17.79307418161361
C3,5.651617156024581e-15,14.399751971409296,14.905857971937795
C4,7.199088340010743,19.889258761195002,15.2128058155396
C5,14.398176680021486,26.219575075809217,18.55607893757748
D1,16.097650904290138,18.703544773934723,18.871474816049098
D2,10.181048367165204,18.186391963034698,12.572586405564879
D3,7.199088340010747,20.37942256321906,7.9787869988220335
D4,10.181048367165207,24.567267272570394,8.53849523477676
D5,16.09765090429014,29.923805311626598,13.631012641421641
E1,20.36209673433041,25.71856022675598,17.356922183391923
E2,16.09765090429014,25.34495227180013,10.158745733255758
E3,14.398176680021491,26.96187339627823,2.965000492431455
E4,16.097650904290145,30.251816049100288,4.2468914304291685
E5,20.36209673433041,34.742709700810984,11.442669774932067
CSC,0.0,14.39975197140929,14.905857971937802
PSC1,14.39975197140929,0.0,28.32735820731637
PSC2,14.905857971937802,28.32735820731637,0.0
