index,CSC,PSC1,PSC2
A1,48.847052218777065,69.57247220187762,74.79918744337252
A2,38.616985499129235,55.0192626040514,73.06854401703309
A3,34.54008186487065,42.54901002752106,75.36321672384621
A4,38.61698549912925,34.49965041513594,81.34325646774725
A5,48.847052218777065,34.15467948652241,90.27926084215568
B1,38.616985499129235,63.17653910891705,58.049414967293885
B2,24.423526109388522,46.669748906471085,55.801686897668326
B3,17.27004093243532,31.005877826979482,58.774404044802694
B4,24.423526109388533,18.47084416766273,66.26870685801867
B5,38.61698549912925,17.81820238763062,76.97506787306062
C1,34.54008186487065,61.145154565967026,41.72600318167763
C2,17.27004093243532,43.880750860810636,38.53768316982352
C3,1.3557780514588408e-14,26.623660397042553,42.72885833127313
C4,17.27004093243533,9.414187027117864,52.56297434607656
C5,34.54008186487066,8.058732495997104,65.5475845286047
D1,38.61698549912925,63.89595752179832,26.625039579419326
D2,24.423526109388533,47.639099034721376,21.28347751627943
D3,17.27004093243534,32.4466139014306,28.170706866926185
D4,24.423526109388543,20.79880713197302,41.60167861029859
D5,38.61698549912926,20.221439864003187,57.13422116930319
E1,48.84705221877707,70.87429347778289,16.52981401316731
E2,38.61698549912926,56.656472226811225,4.162743553262555
E3,34.54008186487067,44.64588269948249,18.91905769552329
E4,38.616985499129264,37.05485752854075,35.986687564970914
E5,48.84705221877707,36.733890598750065,53.18516002915766
CSC,0.0,26.62366039704256,42.72885833127313
PSC1,26.62366039704256,0.0,60.16786458872256
PSC2,42.72885833127313,60.16786458872256,0.0
